,Subject_ID,Partition_ID
0,FeTS2022_00444,20
1,FeTS2022_01014,20
2,FeTS2022_00442,20
3,FeTS2022_01025,20
4,FeTS2022_01024,20
5,FeTS2022_00101,20
6,FeTS2022_00453,20
7,FeTS2022_01013,20
8,FeTS2022_01011,20
17,FeTS2022_00127,20
18,FeTS2022_01012,20
19,FeTS2022_01018,20
20,FeTS2022_01022,20
21,FeTS2022_00451,20
22,FeTS2022_00445,20
23,FeTS2022_00452,20
24,FeTS2022_00454,20
25,FeTS2022_01019,20
26,FeTS2022_01021,20
27,FeTS2022_01020,20
28,FeTS2022_01026,20
29,FeTS2022_00456,20
30,FeTS2022_00446,20
31,FeTS2022_00449,20
32,FeTS2022_01015,20
